ticker,name,category,expense_ratio
ANGIX,Angel Oak Multi-Strategy Income Instl,** 70 High Yield / 20 Int-Term Inv. Grade / 10 Cash **,0.0104
PFNX,"Pfenex Inc(USD,PFNX)",US Small Value,0.0
PFUPX,PIMCO INTL BOND UNHEDGED I2,World Bond,0.0069
PG,Procter & Gamble Co,US Large Value,0.0
PGLOX,T. Rowe Price Global Consumer,** 65 US Large Growth / 33 Intl Large Growth / 2 Cash **,0.0105
PGAS,"Petrogress Inc(USD,PGAS)",US Micro,0.0
PGF,PowerShares Financial Preferred ETF,Preferred Stock,0.0063
PGHEF,"Pengrowth Energy Corp(USD,PGHEF)",Intl Large Blend,0.0
PGHY,PowerShares Global Short Term High Yield Bond Portfolio,High Yield,0.0035
PGR,PROGRESSIVE CORP,US Large Blend,0.0
PGTI,PGT Innovations Inc,US Small Growth,0.0
PGX,"Invesco Preferred ETF(USD,PGX)",Preferred Stock,0.0051
ANGLX,Angel Oak Multi-Strategy Income A,High Yield,0.0137
PH,Parker Hannifin Corp,US Large Blend,0.0
PHB,"Invesco Fundamental Hi Yld® Corp Bd ETF(USD,PHB)",High Yield,0.005
SATL,Satellogic Inc,US Micro,0.0
PHBLX,"Virtus Strategic Allocation A(USD,PHBLX)",** .43 US Large Growth / .18 Intl Large Growth / .39 Int-Term Inv. Grade **,0.0115
PHG,Royal Philips NV ADR,Intl Large Blend,0.0
PHIYX,PIMCO High Yield Instl,High Yield,0.0055
PHM,"PulteGroup Inc(USD,PHM)",US Mid Blend,0.0
PHO,Water Resource Portfolio,US Mid Growth,0.0062
PHOT,"GrowLife Inc(USD,PHOT)",US Micro,0.0
PHYAX,"PIMCO High Yield Admin(USD,PHYAX)",High Yield,0.008
PHYZX,PGIM High Yield Z,High Yield,0.0051
ANIK,Anika Therapeutics Inc,US Small Growth,0.0
PICK,iShares MSCI Global Metals & Mining Producers ETF,** 60 Intl Large Value / 20 Emerging Large Value / 20 US Large Value **,0.0039
FVGCF,"Fire River Gold Corp.(USD,FVGCF)",US Micro,0.0
BGSAX,BlackRock Technology Opportunities Inv A,** 80 US Large Growth / 20 Intl Large Growth **,0.0117
PICYX,Pioneer Bond Y,Int-Term Inv. Grade,0.0047
PIFZX,PGIM Short-Term Corporate bond Z,Short-Term Inv. Grade,0.0052
PII,Polaris Industries Inc,US Mid Blend,0.0
PIMIX,PIMCO Income Instl,Int-Term Inv. Grade,0.005
PIO,"Invesco Global Water ETF(USD,PIO)",** 55 US Mid Blend / 45 Intl Mid Blend **,0.0075
PIPAX,"PIMCO StocksPLUS® Intl (USD-Hedged) A(USD,PIPAX)",Intl Large Blend,0.0112
PJC,"Piper Jaffray Cos(USD,PJC)",US Small Value,0.0
PJDZX,Prudential Jennison Rising Dividend Z,US Large Blend,0.0099
PJT,"PJT Partners Inc A(USD,PJT)",US Small Growth,0.0
ANS,Antalis,Intl Small Value,0.0
SWPXX,  Schwab S&P 500 Index Fund,US Large Blend,0.0002
PK,Park Hotels & Resorts Inc,US Real Estate,0.0
PKD,Parker Drilling Co,US Small Value,0.0
PKG,Packaging Corp of America,US Mid Blend,0.0
PKI,"PerkinElmer Inc(USD,PKI)",US Mid Blend,0.0
PLDAX,"PIMCO Low Duration Admin(USD,PLDAX)",Short-Term Inv. Grade,0.0071
PLPL,"Plandai Biotechnology Inc(USD,PLPL)",US Micro,0.0
PM,Philip Morris International Inc,US Large Blend,0.0
PMT,PennyMac Mortgage Investment Trust,US Small Value,0.0
PMTIX,"Principal LifeTime 2030 Institutional(USD,PMTIX)",** .5 US Large Blend / .25 Intl Large Blend / .25 High Yield **,0.0072
PMYYX,Putnam Multi-Cap Core Y,** Large Blend (90% US 5% Intl) / 5% Cash **,0.0078
FSRFX,Fidelity® Select Transportation,US Mid Blend,0.0077
ANSS,Ansys Inc,US Mid Growth,0.0
PNC,PNC Financial Services Group Inc,US Large Value,0.0
PNM,"PNM Resources Inc(USD,PNM)",US Small Value,0.0
pnr,"Pentair PLC(USD,PNR)",Intl Mid Value,0.0
POL,POLYONE CORP,US Small Value,0.0
PONAX,"PIMCO Income A(USD,PONAX)",Int-Term Inv. Grade,0.0114
PONCX,"PIMCO Income C(USD,PONCX)",High Yield,0.0187
PONDX,PIMCO Income D,High Yield,0.009
PONPX,PIMCO Income P,Int-Term Inv. Grade,0.006
POSIX,Principal Global Real Estate Sec Instl,** 50% US Real Estate / 50% Intl Real Estate **,0.0094
ETGLX,Eventide Gilead N,US Mid Growth,0.0131
POSKX,PRIMECAP Odyssey Stock,US Mid Blend,0.0067
ANTM,Anthem Inc,US Large Blend,0.0
POVBX,PTNM VIT INTL EQ IB,Intl Large Blend,0.0111
PPC,Pilgrims Pride Corp,US Mid Value,0.0
PPG,PPG Industries Inc,US Large Blend,0.0
PPL,"PPL Corp(USD,PPL)",US Large Value,0.0
PPLT,"Aberdeen Standard Phys Platinum Shrs ETF(USD,PPLT)",Commodities,0.006
PPR,"Voya Prime Rate Trust(USD,PPR)",Bank Loans,0.0231
PQTAX,PIMCO TRENDS Managed Futures Strat A,Managed Futures,0.0155
PQTDX,PIMCO TRENDS Managed Futures Strat D,Managed Futures,0.0155
BFIFX,American Funds Inflation Linked Bd F1,Int-Term Treasury,0.0067
PRAA,PRA GROUP INC,US Small Blend,0.0
PRASX,T. Rowe Price New Asia,Intl Large Growth,0.0093
ANWFX,American Finds New Perspective F2,** .47 US Large Growth / .53 Intl Large Growth **,0.0055
PRBLX,Parnassus Core Equity Investor,US Large Blend,0.0082
PRDGX,T. Rowe Price Dividend Growth,US Large Blend,0.0064
PREIX,"T. Rowe Price Equity Index 500(USD,PREIX)",US Large Blend,0.0023
PRF,FTSE RAFI US 1000 Portfolio,US Large Value,0.0039
PRFDX,"T. Rowe Price Equity Income(USD,PRFDX)",US Large Blend,0.0065
PRFHX,"T. Rowe Price Tax-Free High Yield(USD,PRFHX)",High Yield,0.0071
PRFT,"Perficient Inc(USD,PRFT)",US Small Blend,0.0
FXCNF,FIH Mobile Ltd,Intl Mid Value,0.0
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,US Small Blend,0.0039
PRGFX,"T. Rowe Price Growth Stock(USD,PRGFX)",US Large Growth,0.0067
PRGSX,"T. Rowe Price Global Stock(USD,PRGSX)",** 60 US Large Growth / 25 Intl Large Growth / 15 Emerging Large Growth **,0.0078
ANWPX,American Funds New Perspective A,** 50 US Large Growth / 50 Intl Large Growth ** ,0.0072
PRGTX,"T. Rowe Price Global Technology(USD,PRGTX)",US Large Growth,0.0089
PRHIX,T. Rowe Price High Yield I,High Yield,0.0061
PRHSX,T. Rowe Price Health Sciences,US Large Growth,0.0077
PRILX,Parnassus Core Equity Institutional,US Large Blend,0.0066
PRJZX,PGIM Jennison Global Opportunities Fund - CL Z,** 45 US Large Growth / 55 Intl Large Growth **,0.0093
EFR,EV Senior Floating Rate,High Yield,0.0179
PRLAX,T. Rowe Price Latin America,Intl Large Growth,0.0129
PRLB,PROTO LABS INC,US Small Growth,0.0
PRMTX,T. Rowe Price Comm & Tech Investor,US Large Blend,0.0078
PRNHX,"T. Rowe Price New Horizons(USD,PRNHX)",US Mid Growth,0.0078
PRRIX,"PIMCO Real Return Instl(USD,PRRIX)",Inflation Protected,0.0047
AOA,"iShares Core Aggressive Allocation ETF(USD,AOA)",**.45 US Large Blend .35 Intl Large Blend .2 Int-Term Inv. Grade **,0.0
PRSGX,"T. Rowe Price Spectrum Growth(USD,PRSGX)",US Large Growth,0.0078
PRSMX,T. Rowe Price Summit Municipal Intm Inv,Int-Term Inv. Grade,0.005
PRSP,PERSPECTA INC,US Mid Value,0.0
PRU,Prudential Financial Inc,US Large Value,0.0
BLNK,Blink Charging Co,US Small Growth,0.0
PRUFX,T. Rowe Price Growth Stock I,US Large Growth,0.0052
PRWAX,"T. Rowe Price New America Growth(USD,PRWAX)",US Large Growth,0.0079
PRWBX,"T. Rowe Price Short-Term Bond(USD,PRWBX)",Short-Term Inv. Grade,0.0047
PRWCX,"T. Rowe Price Capital Appreciation(USD,PRWCX)",** 65 US Large Growth / 35 High Yield **,0.0071
prxix,"T. Rowe Price Emerging Markets Bond I(USD,PRXIX)",Emerging Market Debt,0.0079
PRZIX,"T. Rowe Price Emerging Markets Stock I(USD,PRZIX)",** .28 Intl Large Growth / .72 Emerging Large Growth **,0.0107
AOGIX,American Century One Choice Agrsv Inv,** 52% US Large Growth 26% Intl Large Growth 22% High Yield **,0.0099
PSA,Public Storage,US Real Estate,0.0
PSB,PS Business Park Inc,US Small Growth,0.0
PSK,SPDR Wells Fargo Preferred Stock ETF,Preferred Stock,0.0045
GCI,"Gannett Co Inc(USD,GCI)",US Small Value,0.0
PSMT,Pricesmart Inc,US Small Value,0.0
PSO,"Pearson PLC ADR(USD,PSO)",Intl Mid Blend,0.0
PSP,"Invesco Global Listed Private Equity ETF(USD,PSP)",Non-Traditional,0.0106
PSX,Phillips 66,US Large Value,0.0
PTEN,Patterson-UTI Energy Inc,US Mid Value,0.0
PTLDX,PIMCO Low Duration Instl,Short-Term Inv. Grade,0.0046
PTSGX,Touchstone Sands Capital Select Growth Z,** .89 US Large Growth / .11 Intl Large Growth **,0.0122
AON,Aon PLC,US Large Blend,0.0
ptshx,"PIMCO Short-Term Instl(USD,PTSHX)",Short-Term Inv. Grade,0.0045
PTTAX,PIMCO Total Return A,Int-Term Inv. Grade,0.008
LISMF,Lithium South Development Corp,Intl Small Blend,0.0
pttrx,"PIMCO Total Return Instl(USD,PTTRX)",Int-Term Inv. Grade,0.0046
PTY,PIMCO Corporate & Income Opps,Int-Term Inv. Grade,0.0108
PUK,Prudential PLC ADR,US Large Value,0.0
PURZX,PGIM Global Real Estate Z,** 55% US Real estate / 45% Intl Real Estate **,0.0097
PVSCX,Putnam Capital Spectrum C,** 90% US Mid Blend 10% Cash **,0.017
PWDIX,"Power Dividend Index I(USD,PWDIX)",US Large Value,0.012
PWZ,Invesco California AMT-Free Muni Bd ETF,Long-Term Inv. Grade,0.0028
AOS,A.O. Smith Corp,US Mid Growth,0.0
PX,Praxair Inc,US Large Blend,0.0
EGLRX,abrdn International Rl Estt Eq Instl,Intl Real Estate,0.0137
PXD,Pioneer Natural Resources Co,US Large Growth,0.0
PXF,Invesco FTSE RAFI Dev Mkts ex-US ETF,Intl Large Value,0.0045
PYEIX,Payden Emerging Markets Bond SI,High Yield,0.0069
PYEMX,"Payden Emerging Markets Bond(USD,PYEMX)",Emerging Market Debt,0.0075
PYEWX,Payden Emerging Markets Bond Adviser,Emerging Market Debt,0.01
PYPL,PayPal Holdings Inc,US Large Growth,0.0
PZA,PowerShares National AMT-Free MuniBd ETF,Long-Term Inv. Grade,0.0028
QCERX,AQR Large Cap Multi-Style R6,US Large Blend,0.0035
QCOM,Qualcomm Inc,US Large Blend,0.0
APA,Apache Corp,US Mid Blend,0.0
DBAW,Xtrackers MSCI All World exUS Hdg Eq ETF,Intl Large Blend,0.004
QECRX,AQR Emerging Multi-Style R6,Emerging Large Value,0.0065
QIACX,Federated MDT All Cap Core Instl,US Large Blend,0.0109
QICRX,AQR International Multi-Style R6,Intl Large Blend,0.005
QISCX,Federated MDT Small Cap Core Instl,US Small Growth,0.0089
QLD,Ultra QQQ,US Large Growth,0.0095
QLENX,AQR Long-Short Equity,Other,0.0237
QMHNX,AQR Managed Futures Strategy HV N,Managed Futures,0.0193
QMNIX,"AQR Equity Market Neutral I(USD,QMNIX)",Liquid Hedge Fund,0.02
QQQ,Invesco QQQ Trust,US Large Growth,0.002
QUAL,iShares Edge MSCI USA Quality Factor ETF,US Large Blend,0.0015
BCSVX,Brown Capital Mgmt Intl Sm Co Inv,** 5 US Mid Blend / 93 Intl Mid Blend / 2 Cash **,0.0133
APC,Anadarko Petroleum Corp,US Large Blend,0.0
race,"Ferrari NV(USD,RACE)",US Large Growth,0.0
RAFGX,American Funds AMCAP R6,US Large Growth,0.0036
RBA,RITCHIE BROS AUCTION   F,Intl Mid Growth,0.0
RBAIX,"T. Rowe Price Balanced I(USD,RBAIX)",** .38 US Large Blend / .23 Intl Large Blend / .39 Int-Term Inv. Grade **,0.0046
RBGLY,RECKITT BENCKISE GP F SPONSORED ADR 1 ADR REPS 0.2 ORD SHS,Intl Large Growth,0.0
RCI,Rogers Communications Inc Class B,US Large Blend,0.0
RDEIY,Red Electrica Corporacion SA ADR,US Mid Value,0.0
RDS.A,"Royal Dutch Shell PLC ADR Class A(USD,RDS.A)",Intl Large Value,0.0
RDS.B,Royal Dutch Shell PLC ADR Class B,Intl Large Value,0.0
WMCVX,Wasatch Small Cap Value,US Small Value,0.0116
RDSA,ROYAL DUTCH SHELL F SPONSORED ADR 1 ADR REPS 2 ORD SHS,Intl Large Value,0.0
APD,Air Products & Chemicals Inc,US Large Blend,0.0
RDSMY,ROYAL DSM N V F SPONSORED ADR 1 ADR REP 0.25 ORD SHS,Intl Large Blend,0.0012
RE,EVEREST RE GROUP LTD,US Mid Value,0.0
REDG,"Red Giant Entertainment Inc(USD,REDG)",US Micro,0.0
REGI,"Renewable Energy Group Inc(USD,REGI)",US Small Blend,0.0
